smiles,fp,qed,tanimoto
CC1=C(CNCCC2CCNC(c3nc4c(n3C)=C=CCC=4)CC2)C2=CC=CCC21,"[0, 296, 340, 345, 466, 604, 619, 641, 646, 668, 676, 1565, 2261, 2427, 2434, 2546, 2974, 3024, 3053, 3075, 3156, 3178, 3223, 3294, 3414, 3454, 3595, 3639, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3787, 3881, 3883, 3891, 3918, 3925, 3954, 3955, 3999, 4031, 4066, 4079, 4236, 4293, 4330, 4590, 4769]",0.7192953312560505,0.28888888888888886
COC=C1C=C1Nc1c#cccn1,"[13, 296, 297, 340, 343, 345, 604, 619, 646, 668, 676, 1192, 1565, 1810, 2023, 2261, 2546, 2702, 2711, 2854, 2875, 2974, 3049, 3053, 3155, 3162, 3178, 3223, 3401, 3568, 3584, 3605, 3639, 3658, 3721, 3728, 3732, 3739, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3891, 3914, 3918, 3925, 3942, 3947, 3955, 4079, 4115, 4167, 4236, 4328, 4330, 4735, 4758]",0.7017489082314606,0.2608695652173913
O=C1CCc2ccccc2N1CCCN1CCC2c3ccc(O)cc3OCCC21,"[0, 222, 296, 340, 343, 382, 443, 503, 604, 619, 1565, 1644, 2259, 2261, 2427, 2693, 2694, 2701, 2948, 2974, 3024, 3048, 3162, 3178, 3223, 3595, 3639, 3646, 3674, 3681, 3691, 3717, 3732, 3734, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3888, 3918, 3920, 3925, 3942, 3954, 3955, 3999, 4079, 4258, 4292, 4325, 4330]",0.8620400991218141,0.47692307692307695
Cn1cccc1CCC1NCCC(C2=CC=C=C=C2)CC1=O,"[0, 231, 296, 340, 382, 437, 466, 604, 619, 668, 676, 1156, 1192, 1565, 2261, 2546, 2974, 2987, 3024, 3223, 3368, 3395, 3401, 3433, 3639, 3660, 3681, 3691, 3709, 3725, 3732, 3736, 3739, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3920, 3925, 3947, 3955, 3999, 4066, 4079, 4267, 4292, 4294, 4330, 4530, 4753, 4852]",0.8664131240210888,0.3142857142857143
CC1=C2NCCC3(NCCNc4ccncn4)CCC23C=C1,"[0, 231, 296, 330, 340, 425, 437, 604, 619, 676, 1144, 2261, 2419, 2427, 2701, 2974, 3024, 3156, 3162, 3223, 3414, 3417, 3590, 3639, 3646, 3674, 3705, 3732, 3736, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3772, 3774, 3781, 3785, 3787, 3881, 3883, 3891, 3914, 3920, 3925, 3941, 3954, 4014, 4079, 4266, 4267, 4268, 4293, 4330, 4751]",0.7239258749132079,0.36666666666666664
O=C(O)c1cccc2ccccc12,"[0, 296, 335, 340, 437, 604, 607, 1192, 1587, 1591, 1921, 2261, 2563, 2749, 2854, 2974, 2978, 3024, 3142, 3163, 3176, 3178, 3223, 3374, 3591, 3639, 3691, 3732, 3739, 3749, 3750, 3751, 3756, 3758, 3762, 3763, 3772, 3774, 3781, 3787, 3881, 3883, 3886, 3925, 3945, 3947, 3955, 3999, 4079, 4293, 4294, 4330, 4393, 4819]",0.7172080990038779,0.7692307692307693
CNC(=O)NCc1ccccc1C=CCN1CCN(c2cccc(F)c2)C2C=C21,"[296, 297, 340, 466, 604, 619, 668, 676, 1565, 1591, 1797, 2261, 2264, 2419, 2439, 2546, 2974, 3024, 3138, 3162, 3178, 3223, 3282, 3368, 3406, 3407, 3522, 3547, 3639, 3681, 3691, 3705, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3760, 3762, 3772, 3774, 3781, 3785, 3786, 3881, 3883, 3886, 3920, 3925, 3942, 3955, 3999, 4004, 4064, 4066, 4079, 4192, 4292, 4293, 4294, 4319, 4325, 4330, 4590]",0.7926385008793934,0.3835616438356164
CCNCCCC1c2ccccc2C1CCO,"[296, 340, 437, 465, 573, 604, 619, 646, 668, 1565, 2258, 2261, 2264, 2974, 3085, 3156, 3178, 3190, 3223, 3489, 3639, 3691, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3868, 3881, 3883, 3918, 3920, 3925, 3936, 3942, 3999, 4018, 4031, 4066, 4079, 4293, 4330, 4828]",0.7096080405288783,0.4444444444444444
CCC1C(=NC=CCOC)NCCN1CC(=O)Cc1cccc(Cl)c1Cl,"[66, 231, 296, 340, 437, 503, 505, 604, 619, 637, 668, 1149, 1591, 1605, 1620, 1633, 1732, 2261, 2974, 3024, 3162, 3178, 3223, 3294, 3335, 3384, 3605, 3639, 3659, 3681, 3691, 3709, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3820, 3881, 3883, 3891, 3896, 3918, 3925, 3942, 3945, 3955, 3999, 4066, 4079, 4236, 4330, 4530]",0.7299540544540765,0.4025974025974026
C=CCCC1CCCCN1CCC(O)C1CCCc2ccccc21,"[0, 44, 296, 297, 340, 343, 345, 368, 425, 604, 641, 644, 646, 652, 1565, 2124, 2261, 2427, 2439, 2702, 2974, 3024, 3156, 3223, 3595, 3639, 3670, 3705, 3728, 3732, 3739, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3820, 3881, 3883, 3918, 3920, 3925, 3942, 3947, 3955, 3956, 4079, 4292, 4330]",0.735178820379514,0.4727272727272727
CCC1CCCc2c(C(=O)N3CCCOC3)cccc21,"[1, 296, 297, 340, 382, 400, 434, 443, 604, 619, 639, 668, 1426, 2261, 2427, 2443, 2546, 2666, 2974, 3024, 3085, 3162, 3178, 3223, 3605, 3639, 3660, 3691, 3703, 3725, 3732, 3739, 3740, 3749, 3750, 3751, 3755, 3756, 3772, 3780, 3781, 3785, 3881, 3883, 3888, 3925, 3955, 3999, 4079, 4236, 4286, 4330, 4447]",0.8268335330099561,0.42105263157894735
C=CC=CC=CC=C1C=CN1CCNC1=CC(=O)C1,"[33, 296, 340, 491, 604, 611, 652, 668, 676, 1192, 1262, 1563, 1565, 1591, 2012, 2261, 2427, 2780, 2974, 3080, 3156, 3162, 3178, 3223, 3605, 3639, 3658, 3691, 3717, 3725, 3728, 3734, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3785, 3787, 3868, 3881, 3883, 3918, 3920, 3925, 3942, 3999, 4018, 4079, 4293, 4330]",0.7082407104971128,0.30303030303030304
CC=CC=CC=CN1CCNC(CCCn2c(=O)ccc3ccccc32)CC1,"[0, 231, 296, 340, 346, 382, 402, 425, 437, 475, 604, 619, 676, 785, 1147, 1149, 1451, 1565, 1591, 2261, 2264, 2597, 2974, 3080, 3149, 3162, 3223, 3401, 3434, 3454, 3527, 3580, 3639, 3659, 3670, 3674, 3691, 3702, 3717, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3785, 3808, 3868, 3881, 3883, 3918, 3920, 3925, 3927, 3936, 3942, 3954, 3999, 4079, 4236, 4242, 4330, 4812]",0.7386108362421158,0.46296296296296297
CCCC12c3cccc(c31)CCN2CCCC1c2ccccc2CCC1N,"[296, 297, 340, 402, 437, 604, 619, 1565, 2258, 2261, 2263, 2427, 2435, 2694, 2974, 3024, 3082, 3178, 3223, 3294, 3368, 3433, 3454, 3568, 3595, 3639, 3647, 3660, 3681, 3691, 3701, 3709, 3729, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3776, 3781, 3820, 3868, 3881, 3883, 3918, 3920, 3925, 3941, 3955, 3999, 4079, 4236, 4293, 4294, 4330, 4387, 4515]",0.8061088934079421,0.38235294117647056
O=c1c2ccccc2ccn1CCN1CCN(C2CCCC=N2)CC1,"[0, 296, 340, 343, 345, 604, 646, 653, 1620, 2258, 2261, 2427, 2435, 2974, 3178, 3223, 3401, 3454, 3597, 3605, 3639, 3691, 3703, 3711, 3728, 3739, 3749, 3750, 3751, 3772, 3781, 3868, 3881, 3883, 3891, 3918, 3920, 3925, 3999, 4014, 4079, 4236, 4293, 4330, 4810]",0.8580856442861816,0.45614035087719296
CC1CCC23CC(C)(CCCC4=C=C4)CNC2CC(C1)C3=O,"[296, 340, 350, 466, 604, 619, 668, 1192, 1565, 2261, 2305, 2427, 2974, 2978, 3024, 3138, 3142, 3149, 3162, 3181, 3223, 3384, 3639, 3660, 3681, 3691, 3692, 3720, 3725, 3739, 3749, 3750, 3751, 3756, 3763, 3772, 3781, 3785, 3846, 3881, 3883, 3918, 3925, 3936, 3945, 4031, 4079, 4330, 4842]",0.7945503560081899,0.3114754098360656
CC12CN(c3ccccn3)CCN1CC(COC=O)c1cccc(Cl)c12,"[0, 296, 340, 343, 604, 676, 757, 1144, 1537, 1576, 1577, 1588, 1591, 1644, 2124, 2261, 2974, 3024, 3162, 3178, 3223, 3435, 3454, 3489, 3639, 3674, 3691, 3703, 3717, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3776, 3781, 3785, 3820, 3875, 3881, 3883, 3888, 3919, 3920, 3925, 3927, 3941, 3955, 3999, 4045, 4066, 4079, 4196, 4262, 4293, 4330, 4812, 4819]",0.7728802554694044,0.40625
